Densité de Bisounours,Fréquence d'apparition de la couleur jaune,Violence exprimée
73.89,2.0459354391,2.0987017967
73.9,2.0455073743,2.098290714
73.91,2.0450795782,2.0978798921
73.92,2.0446520503,2.0974693307
73.93,2.0442247904,2.0970590297
73.94,2.0437977983,2.0966489887
73.95,2.0433710736,2.0962392074
73.96,2.0429446161,2.0958296856
73.97,2.0425184255,2.0954204231
73.98,2.0420925015,2.0950114195
73.99,2.0416668439,2.0946026745
74,2.0412414523,2.094194188
74.01,2.0408163265,2.0937859596
74.02,2.0403914663,2.093377989
74.03,2.0399668712,2.0929702761
74.04,2.0395425411,2.0925628205
74.05,2.0391184757,2.092155622
74.06,2.0386946747,2.0917486802
74.07,2.0382711379,2.091341995
74.08,2.0378478648,2.0909355661
74.09,2.0374248554,2.0905293932
74.1,2.0370021093,2.090123476
74.11,2.0365796262,2.0897178143
74.12,2.0361574059,2.0893124078
74.13,2.0357354481,2.0889072563
74.14,2.0353137525,2.0885023594
74.15,2.0348923189,2.088097717
74.16,2.0344711469,2.0876933287
74.17,2.0340502364,2.0872891943
74.18,2.033629587,2.0868853136
74.19,2.0332091984,2.0864816862
74.2,2.0327890705,2.0860783119
74.21,2.0323692028,2.0856751905
74.22,2.0319495953,2.0852723217
74.23,2.0315302475,2.0848697052
74.24,2.0311111593,2.0844673408
74.25,2.0306923303,2.0840652282
74.26,2.0302737603,2.0836633672
74.27,2.029855449,2.0832617575
74.28,2.0294373962,2.0828603988
74.29,2.0290196015,2.0824592908
74.3,2.0286020648,2.0820584334
74.31,2.0281847858,2.0816578263
74.32,2.0277677641,2.0812574692
74.33,2.0273509996,2.0808573618
74.34,2.026934492,2.080457504
74.35,2.0265182409,2.0800578953
74.36,2.0261022462,2.0796585357
74.37,2.0256865075,2.0792594248
74.38,2.0252710247,2.0788605624
74.39,2.0248557974,2.0784619482
74.4,2.0244408254,2.0780635819
74.41,2.0240261085,2.0776654634
74.42,2.0236116463,2.0772675924
74.43,2.0231974386,2.0768699686
74.44,2.0227834852,2.0764725917
74.45,2.0223697857,2.0760754615
74.46,2.02195634,2.0756785778
74.47,2.0215431477,2.0752819403
74.48,2.0211302086,2.0748855488
74.49,2.0207175225,2.0744894029
74.5,2.0203050891,2.0740935026
74.51,2.0198929081,2.0736978474
74.52,2.0194809793,2.0733024372
74.53,2.0190693024,2.0729072717
74.54,2.0186578772,2.0725123506
74.55,2.0182467034,2.0721176737
74.56,2.0178357807,2.0717232409
74.57,2.0174251089,2.0713290517
74.58,2.0170146878,2.070935106
74.59,2.016604517,2.0705414035
74.6,2.0161945964,2.070147944
74.61,2.0157849256,2.0697547272
74.62,2.0153755045,2.0693617529
74.63,2.0149663327,2.0689690209
74.64,2.0145574101,2.0685765308
74.65,2.0141487363,2.0681842825
74.66,2.0137403111,2.0677922757
74.67,2.0133321343,2.0674005101
74.68,2.0129242056,2.0670089856
74.69,2.0125165247,2.0666177018
74.7,2.0121090915,2.0662266585
74.71,2.0117019056,2.0658358556
74.72,2.0112949668,2.0654452927
74.73,2.0108882748,2.0650549696
74.74,2.0104818295,2.064664886
74.75,2.0100756305,2.0642750418
74.76,2.0096696776,2.0638854366
74.77,2.0092639706,2.0634960703
74.78,2.0088585092,2.0631069426
74.79,2.0084532932,2.0627180532
74.8,2.0080483223,2.0623294019
74.81,2.0076435962,2.0619409885
74.82,2.0072391148,2.0615528128
74.83,2.0068348777,2.0611648745
74.84,2.0064308848,2.0607771733
74.85,2.0060271357,2.060389709
74.86,2.0056236303,2.0600024815
74.87,2.0052203683,2.0596154903
74.88,2.0048173494,2.0592287354
74.89,2.0044145734,2.0588422165
74.9,2.0040120401,2.0584559333
74.91,2.0036097493,2.0580698856
74.92,2.0032077005,2.0576840732
74.93,2.0028058938,2.0572984958
74.94,2.0024043287,2.0569131532
74.95,2.002003005,2.0565280451
74.96,2.0016019226,2.0561431714
74.97,2.0012010811,2.0557585318
74.98,2.0008004803,2.0553741261
74.99,2.00040012,2.0549899539
75,2,2.0546060152
75.01,1.99960012,2.0542223096
75.02,1.9992004797,2.053838837
75.03,1.9988010789,2.053455597
75.04,1.9984019174,2.0530725895
75.05,1.998002995,2.0526898143
75.06,1.9976043114,2.052307271
75.07,1.9972058663,2.0519249595
75.08,1.9968076596,2.0515428796
75.09,1.9964096909,2.051161031
75.1,1.9960119601,2.0507794134
75.11,1.995614467,2.0503980267
75.12,1.9952172112,2.0500168707
75.13,1.9948201925,2.049635945
75.14,1.9944234108,2.0492552495
75.15,1.9940268657,2.0488747839
75.16,1.9936305571,2.048494548
75.17,1.9932344846,2.0481145416
75.18,1.9928386482,2.0477347645
75.19,1.9924430475,2.0473552164
75.2,1.9920476822,2.046975897
75.21,1.9916525523,2.0465968063
75.22,1.9912576573,2.0462179439
75.23,1.9908629972,2.0458393097
75.24,1.9904685716,2.0454609033
75.25,1.9900743804,2.0450827246
75.26,1.9896804233,2.0447047733
75.27,1.9892867,2.0443270493
75.28,1.9888932104,2.0439495523
75.29,1.9884999542,2.043572282
75.3,1.9881069312,2.0431952383
75.31,1.9877141411,2.0428184209
75.32,1.9873215838,2.0424418296
75.33,1.9869292589,2.0420654642
75.34,1.9865371663,2.0416893245
75.35,1.9861453057,2.0413134102
75.36,1.985753677,2.0409377211
75.37,1.9853622798,2.040562257
75.38,1.9849711139,2.0401870177
75.39,1.9845801792,2.039812003
75.4,1.9841894753,2.0394372125
75.41,1.9837990021,2.0390626462
75.42,1.9834087594,2.0386883038
75.43,1.9830187469,2.038314185
75.44,1.9826289643,2.0379402897
75.45,1.9822394115,2.0375666177
75.46,1.9818500882,2.0371931686
75.47,1.9814609943,2.0368199424
75.48,1.9810721294,2.0364469387
75.49,1.9806834933,2.0360741574
75.5,1.980295086,2.0357015982
75.51,1.979906907,2.0353292609
75.52,1.9795189562,2.0349571454
75.53,1.9791312333,2.0345852514
75.54,1.9787437382,2.0342135786
75.55,1.9783564706,2.0338421269
75.56,1.9779694303,2.033470896
75.57,1.9775826171,2.0330998858
75.58,1.9771960307,2.032729096
75.59,1.976809671,2.0323585264
75.6,1.9764235376,2.0319881767
75.61,1.9760376304,2.0316180469
75.62,1.9756519492,2.0312481366
75.63,1.9752664938,2.0308784456
75.64,1.9748812638,2.0305089738
75.65,1.9744962592,2.0301397208
75.66,1.9741114796,2.0297706866
75.67,1.973726925,2.0294018709
75.68,1.9733425949,2.0290332734
75.69,1.9729584893,2.0286648941
75.7,1.9725746079,2.0282967325
75.71,1.9721909505,2.0279287887
75.72,1.9718075168,2.0275610622
75.73,1.9714243067,2.027193553
75.74,1.97104132,2.0268262608
75.75,1.9706585563,2.0264591854
75.76,1.9702760156,2.0260923265
75.77,1.9698936976,2.0257256841
75.78,1.969511602,2.0253592578
75.79,1.9691297287,2.0249930475
75.8,1.9687480774,2.024627053
75.81,1.9683666479,2.024261274
75.82,1.9679854401,2.0238957103
75.83,1.9676044537,2.0235303618
75.84,1.9672236884,2.0231652281
75.85,1.9668431441,2.0228003092
75.86,1.9664628206,2.0224356048
75.87,1.9660827176,2.0220711147
75.88,1.9657028349,2.0217068387
75.89,1.9653231724,2.0213427766
75.9,1.9649437297,2.0209789282
75.91,1.9645645068,2.0206152932
75.92,1.9641855033,2.0202518716
75.93,1.9638067191,2.0198886629
75.94,1.9634281539,2.0195256672
75.95,1.9630498076,2.0191628841
75.96,1.9626716799,2.0188003134
75.97,1.9622937707,2.018437955
75.98,1.9619160797,2.0180758086
75.99,1.9615386066,2.0177138741
76,1.9611613514,2.0173521512
76.01,1.9607843137,2.0169906398
76.02,1.9604074934,2.0166293395
76.03,1.9600308903,2.0162682504
76.04,1.9596545042,2.015907372
76.05,1.9592783348,2.0155467042
76.06,1.9589023819,2.0151862469
76.07,1.9585266454,2.0148259998
76.08,1.958151125,2.0144659627
76.09,1.9577758205,2.0141061355
76.1,1.9574007317,2.0137465178
76.11,1.9570258585,2.0133871096
76.12,1.9566512005,2.0130279106
76.13,1.9562767576,2.0126689206
76.14,1.9559025296,2.0123101394
76.15,1.9555285163,2.0119515669
76.16,1.9551547175,2.0115932028
76.17,1.954781133,2.0112350468
76.18,1.9544077625,2.010877099
76.19,1.9540346059,2.0105193589
76.2,1.9536616629,2.0101618265
76.21,1.9532889334,2.0098045015
76.22,1.9529164172,2.0094473837
76.23,1.952544114,2.009090473
76.24,1.9521720236,2.0087337691
76.25,1.9518001459,2.0083772718
76.26,1.9514284806,2.008020981
76.27,1.9510570276,2.0076648965
76.28,1.9506857866,2.007309018
76.29,1.9503147574,2.0069533453
76.3,1.9499439399,2.0065978783
76.31,1.9495733338,2.0062426168
76.32,1.949202939,2.0058875606
76.33,1.9488327551,2.0055327094
76.34,1.9484627821,2.0051780631
76.35,1.9480930198,2.0048236215
76.36,1.9477234678,2.0044693844
76.37,1.9473541261,2.0041153517
76.38,1.9469849944,2.003761523
76.39,1.9466160726,2.0034078982
76.4,1.9462473604,2.0030544772
76.41,1.9458788576,2.0027012597
76.42,1.9455105641,2.0023482455
76.43,1.9451424796,2.0019954345
76.44,1.944774604,2.0016428264
76.45,1.944406937,2.0012904211
76.46,1.9440394784,2.0009382184
76.47,1.9436722281,2.000586218
76.48,1.9433051858,2.0002344199
76.49,1.9429383514,1.9998828237
76.5,1.9425717247,1.9995314294
76.51,1.9422053054,1.9991802366
76.52,1.9418390935,1.9988292453
76.53,1.9414730885,1.9984784553
76.54,1.9411072905,1.9981278663
76.55,1.9407416991,1.9977774782
76.56,1.9403763143,1.9974272907
76.57,1.9400111357,1.9970773037
76.58,1.9396461632,1.996727517
76.59,1.9392813967,1.9963779305
76.6,1.9389168358,1.9960285438
76.61,1.9385524805,1.9956793569
76.62,1.9381883305,1.9953303695
76.63,1.9378243856,1.9949815815
76.64,1.9374606457,1.9946329927
76.65,1.9370971106,1.9942846028
76.66,1.93673378,1.9939364118
76.67,1.9363706537,1.9935884194
76.68,1.9360077317,1.9932406254
76.69,1.9356450136,1.9928930296
76.7,1.9352824993,1.9925456319
76.71,1.9349201886,1.9921984321
76.72,1.9345580813,1.9918514299
76.73,1.9341961773,1.9915046253
76.74,1.9338344763,1.991158018
76.75,1.9334729781,1.9908116078
76.76,1.9331116826,1.9904653946
76.77,1.9327505895,1.9901193781
76.78,1.9323896987,1.9897735582
76.79,1.93202901,1.9894279348
76.8,1.9316685232,1.9890825075
76.81,1.9313082381,1.9887372763
76.82,1.9309481545,1.9883922409
76.83,1.9305882723,1.9880474012
76.84,1.9302285912,1.987702757
76.85,1.9298691111,1.9873583081
76.86,1.9295098317,1.9870140543
76.87,1.9291507529,1.9866699955
76.88,1.9287918745,1.9863261314
76.89,1.9284331964,1.9859824619
76.9,1.9280747182,1.9856389869
76.91,1.9277164399,1.985295706
76.92,1.9273583612,1.9849526192
76.93,1.927000482,1.9846097262
76.94,1.9266428021,1.9842670269
76.95,1.9262853213,1.9839245212
76.96,1.9259280394,1.9835822087
76.97,1.9255709563,1.9832400894
76.98,1.9252140716,1.9828981631
76.99,1.9248573854,1.9825564295
77,1.9245008973,1.9822148886
77.01,1.9241446072,1.9818735401
77.02,1.9237885149,1.9815323838
77.03,1.9234326203,1.9811914197
77.04,1.9230769231,1.9808506474
77.05,1.9227214231,1.9805100668
77.06,1.9223661203,1.9801696778
77.07,1.9220110143,1.9798294802
77.08,1.9216561051,1.9794894737
77.09,1.9213013923,1.9791496583
77.1,1.920946876,1.9788100337
77.11,1.9205925558,1.9784705998
77.12,1.9202384316,1.9781313564
77.13,1.9198845032,1.9777923032
77.14,1.9195307705,1.9774534402
77.15,1.9191772332,1.9771147672
77.16,1.9188238911,1.976776284
77.17,1.9184707442,1.9764379904
77.18,1.9181177922,1.9760998862
77.19,1.9177650349,1.9757619713
77.2,1.9174124721,1.9754242455
77.21,1.9170601037,1.9750867086
77.22,1.9167079296,1.9747493604
77.23,1.9163559494,1.9744122008
77.24,1.9160041631,1.9740752297
77.25,1.9156525704,1.9737384467
77.26,1.9153011713,1.9734018518
77.27,1.9149499654,1.9730654448
77.28,1.9145989527,1.9727292255
77.29,1.9142481329,1.9723931938
77.3,1.9138975059,1.9720573494
77.31,1.9135470715,1.9717216922
77.32,1.9131968295,1.971386222
77.33,1.9128467797,1.9710509387
77.34,1.9124969221,1.9707158421
77.35,1.9121472563,1.970380932
77.36,1.9117977823,1.9700462082
77.37,1.9114484997,1.9697116706
77.38,1.9110994086,1.969377319
77.39,1.9107505087,1.9690431533
77.4,1.9104017998,1.9687091732
77.41,1.9100532817,1.9683753786
77.42,1.9097049543,1.9680417693
77.43,1.9093568174,1.9677083452
77.44,1.9090088708,1.9673751061
77.45,1.9086611144,1.9670420518
77.46,1.9083135479,1.9667091822
77.47,1.9079661713,1.966376497
77.48,1.9076189843,1.9660439962
77.49,1.9072719867,1.9657116795
77.5,1.9069251785,1.9653795468
77.51,1.9065785594,1.9650475979
77.52,1.9062321292,1.9647158327
77.53,1.9058858877,1.964384251
77.54,1.9055398349,1.9640528525
77.55,1.9051939705,1.9637216372
77.56,1.9048482944,1.963390605
77.57,1.9045028064,1.9630597555
77.58,1.9041575062,1.9627290887
77.59,1.9038123939,1.9623986043
77.6,1.9034674691,1.9620683023
77.61,1.9031227317,1.9617381825
77.62,1.9027781815,1.9614082446
77.63,1.9024338185,1.9610784886
77.64,1.9020896423,1.9607489143
77.65,1.9017456528,1.9604195214
77.66,1.9014018499,1.9600903099
77.67,1.9010582334,1.9597612796
77.68,1.9007148032,1.9594324302
77.69,1.900371559,1.9591037618
77.7,1.9000285006,1.958775274
77.71,1.899685628,1.9584469667
77.72,1.899342941,1.9581188398
77.73,1.8990004393,1.9577908931
77.74,1.8986581229,1.9574631264
77.75,1.8983159915,1.9571355396
77.76,1.897974045,1.9568081325
77.77,1.8976322832,1.9564809049
77.78,1.897290706,1.9561538568
77.79,1.8969493131,1.9558269878
77.8,1.8966081045,1.955500298
77.81,1.89626708,1.955173787
77.82,1.8959262393,1.9548474548
77.83,1.8955855823,1.9545213011
77.84,1.8952451089,1.9541953259
77.85,1.894904819,1.953869529
77.86,1.8945647122,1.9535439101
77.87,1.8942247885,1.9532184692
77.88,1.8938850477,1.9528932061
77.89,1.8935454896,1.9525681206
77.9,1.8932061142,1.9522432126
77.91,1.8928669211,1.9519184819
77.92,1.8925279103,1.9515939284
77.93,1.8921890815,1.9512695518
77.94,1.8918504347,1.9509453521
77.95,1.8915119696,1.950621329
77.96,1.8911736862,1.9502974825
77.97,1.8908355842,1.9499738123
77.98,1.8904976634,1.9496503183
77.99,1.8901599237,1.9493270004
78,1.889822365,1.9490038583
78.01,1.8894849871,1.948680892
78.02,1.8891477898,1.9483581013
78.03,1.888810773,1.9480354859
78.04,1.8884739365,1.9477130459
78.05,1.8881372801,1.9473907809
78.06,1.8878008037,1.9470686909
78.07,1.8874645072,1.9467467757
78.08,1.8871283902,1.9464250352
78.09,1.8867924528,1.9461034691
78.1,1.8864566948,1.9457820773
78.11,1.8861211159,1.9454608598
78.12,1.885785716,1.9451398162
78.13,1.885450495,1.9448189465
78.14,1.8851154527,1.9444982505
78.15,1.884780589,1.9441777281
78.16,1.8844459036,1.9438573791
78.17,1.8841113965,1.9435372033
78.18,1.8837770674,1.9432172006
78.19,1.8834429163,1.9428973709
78.2,1.8831089429,1.942577714
78.21,1.8827751471,1.9422582297
78.22,1.8824415287,1.9419389178
78.23,1.8821080877,1.9416197783
78.24,1.8817748237,1.941300811
78.25,1.8814417368,1.9409820157
78.26,1.8811088266,1.9406633923
78.27,1.8807760931,1.9403449406
78.28,1.8804435361,1.9400266605
78.29,1.8801111555,1.9397085518
78.3,1.879778951,1.9393906144
78.31,1.8794469226,1.939072848
78.32,1.87911507,1.9387552527
78.33,1.8787833932,1.9384378282
78.34,1.8784518919,1.9381205743
78.35,1.8781205661,1.9378034909
78.36,1.8777894155,1.9374865779
78.37,1.87745844,1.9371698352
78.38,1.8771276394,1.9368532624
78.39,1.8767970137,1.9365368596
78.4,1.8764665626,1.9362206266
78.41,1.876136286,1.9359045632
78.42,1.8758061837,1.9355886692
78.43,1.8754762556,1.9352729446
78.44,1.8751465015,1.9349573892
78.45,1.8748169213,1.9346420027
78.46,1.8744875149,1.9343267851
78.47,1.874158282,1.9340117363
78.48,1.8738292225,1.933696856
78.49,1.8735003363,1.9333821442
78.5,1.8731716232,1.9330676006
78.51,1.872843083,1.9327532252
78.52,1.8725147157,1.9324390178
78.53,1.872186521,1.9321249782
78.54,1.8718584988,1.9318111063
78.55,1.871530649,1.9314974019
78.56,1.8712029714,1.931183865
78.57,1.8708754659,1.9308704953
78.58,1.8705481322,1.9305572927
78.59,1.8702209703,1.9302442571
78.6,1.86989398,1.9299313882
78.61,1.8695671612,1.9296186861
78.62,1.8692405136,1.9293061505
78.63,1.8689140373,1.9289937812
78.64,1.8685877319,1.9286815782
78.65,1.8682615974,1.9283695413
78.66,1.8679356335,1.9280576703
78.67,1.8676098403,1.9277459651
78.68,1.8672842174,1.9274344256
78.69,1.8669587648,1.9271230516
78.7,1.8666334824,1.9268118429
78.71,1.8663083699,1.9265007995
78.72,1.8659834272,1.9261899212
78.73,1.8656586541,1.9258792078
78.74,1.8653340506,1.9255686592
78.75,1.8650096165,1.9252582752
78.76,1.8646853516,1.9249480557
78.77,1.8643612557,1.9246380006
78.78,1.8640373288,1.9243281098
78.79,1.8637135707,1.924018383
78.8,1.8633899812,1.9237088201
78.81,1.8630665603,1.923399421
78.82,1.8627433076,1.9230901856
78.83,1.8624202232,1.9227811137
78.84,1.8620973068,1.9224722052
78.85,1.8617745583,1.9221634599
78.86,1.8614519776,1.9218548777
78.87,1.8611295645,1.9215464584
78.88,1.8608073189,1.9212382019
78.89,1.8604852406,1.9209301081
78.9,1.8601633295,1.9206221768
78.91,1.8598415854,1.9203144079
78.92,1.8595200083,1.9200068012
78.93,1.8591985978,1.9196993567
78.94,1.858877354,1.9193920741
78.95,1.8585562767,1.9190849533
78.96,1.8582353656,1.9187779942
78.97,1.8579146208,1.9184711967
78.98,1.8575940419,1.9181645605
78.99,1.857273629,1.9178580856
79,1.8569533818,1.9175517719
79.01,1.8566333002,1.9172456191
79.02,1.856313384,1.9169396272
79.03,1.8559936332,1.916633796
79.04,1.8556740476,1.9163281253
79.05,1.8553546269,1.9160226151
79.06,1.8550353712,1.9157172652
79.07,1.8547162802,1.9154120755
79.08,1.8543973539,1.9151070457
79.09,1.854078592,1.9148021759
79.1,1.8537599944,1.9144974658
79.11,1.853441561,1.9141929153
79.12,1.8531232917,1.9138885243
79.13,1.8528051862,1.9135842926
79.14,1.8524872445,1.9132802201
79.15,1.8521694664,1.9129763067
79.16,1.8518518519,1.9126725522
79.17,1.8515344006,1.9123689564
79.18,1.8512171126,1.9120655194
79.19,1.8508999876,1.9117622408
79.2,1.8505830255,1.9114591207
79.21,1.8502662262,1.9111561588
79.22,1.8499495896,1.910853355
79.23,1.8496331154,1.9105507092
79.24,1.8493168036,1.9102482212
79.25,1.8490006541,1.9099458909
79.26,1.8486846666,1.9096437182
79.27,1.8483688411,1.9093417029
79.28,1.8480531774,1.909039845
79.29,1.8477376753,1.9087381442
79.3,1.8474223348,1.9084366004
79.31,1.8471071557,1.9081352136
79.32,1.8467921379,1.9078339835
79.33,1.8464772812,1.90753291
79.34,1.8461625854,1.9072319931
79.35,1.8458480505,1.9069312325
79.36,1.8455336763,1.9066306281
79.37,1.8452194627,1.9063301799
79.38,1.8449054095,1.9060298876
79.39,1.8445915166,1.9057297511
79.4,1.8442777839,1.9054297704
79.41,1.8439642112,1.9051299452
79.42,1.8436507984,1.9048302755
79.43,1.8433375454,1.9045307611
79.44,1.8430244519,1.9042314018
79.45,1.842711518,1.9039321976
79.46,1.8423987434,1.9036331483
79.47,1.842086128,1.9033342538
79.48,1.8417736717,1.9030355139
79.49,1.8414613743,1.9027369286
79.5,1.8411492358,1.9024384976
79.51,1.8408372559,1.9021402209
79.52,1.8405254346,1.9018420983
79.53,1.8402137716,1.9015441298
79.54,1.839902267,1.901246315
79.55,1.8395909205,1.9009486541
79.56,1.8392797319,1.9006511467
79.57,1.8389687013,1.9003537928
79.58,1.8386578284,1.9000565923
79.59,1.8383471131,1.8997595449
79.6,1.8380365552,1.8994626507
79.61,1.8377261547,1.8991659094
79.62,1.8374159114,1.8988693209
79.63,1.8371058252,1.8985728852
79.64,1.8367958959,1.898276602
79.65,1.8364861234,1.8979804713
79.66,1.8361765076,1.8976844928
79.67,1.8358670484,1.8973886666
79.68,1.8355577455,1.8970929924
79.69,1.835248599,1.8967974702
79.7,1.8349396085,1.8965020997
79.71,1.8346307741,1.8962068809
79.72,1.8343220956,1.8959118137
79.73,1.8340135729,1.8956168979
79.74,1.8337052057,1.8953221334
79.75,1.8333969941,1.89502752
79.76,1.8330889378,1.8947330577
79.77,1.8327810367,1.8944387463
79.78,1.8324732908,1.8941445857
79.79,1.8321656998,1.8938505758
79.8,1.8318582636,1.8935567163
79.81,1.8315509822,1.8932630073
79.82,1.8312438553,1.8929694486
79.83,1.8309368829,1.89267604
79.84,1.8306300648,1.8923827815
79.85,1.830323401,1.8920896728
79.86,1.8300168911,1.891796714
79.87,1.8297105352,1.8915039047
79.88,1.8294043332,1.891211245
79.89,1.8290982848,1.8909187348
79.9,1.8287923899,1.8906263737
79.91,1.8284866485,1.8903341619
79.92,1.8281810603,1.8900420991
79.93,1.8278756253,1.8897501851
79.94,1.8275703434,1.88945842
79.95,1.8272652144,1.8891668035
79.96,1.8269602381,1.8888753355
79.97,1.8266554145,1.888584016
79.98,1.8263507434,1.8882928447
79.99,1.8260462248,1.8880018216
80,1.8257418584,1.8877109465
80.01,1.8254376441,1.8874202194
80.02,1.8251335819,1.88712964
80.03,1.8248296715,1.8868392083
80.04,1.8245259129,1.8865489241
80.05,1.824222306,1.8862587874
80.06,1.8239188505,1.885968798
80.07,1.8236155465,1.8856789557
80.08,1.8233123937,1.8853892605
80.09,1.8230093921,1.8850997122
80.1,1.8227065414,1.8848103108
80.11,1.8224038417,1.884521056
80.12,1.8221012927,1.8842319478
80.13,1.8217988943,1.883942986
80.14,1.8214966465,1.8836541706
80.15,1.821194549,1.8833655013
80.16,1.8208926018,1.8830769782
80.17,1.8205908048,1.882788601
80.18,1.8202891577,1.8825003696
80.19,1.8199876605,1.882212284
80.2,1.8196863131,1.8819243439
80.21,1.8193851153,1.8816365494
80.22,1.8190840671,1.8813489002
80.23,1.8187831682,1.8810613962
80.24,1.8184824186,1.8807740374
80.25,1.8181818182,1.8804868235
80.26,1.8178813668,1.8801997545
80.27,1.8175810642,1.8799128303
80.28,1.8172809105,1.8796260507
80.29,1.8169809054,1.8793394157
80.3,1.8166810488,1.879052925
80.31,1.8163813406,1.8787665786
80.32,1.8160817807,1.8784803764
80.33,1.815782369,1.8781943182
80.34,1.8154831053,1.877908404
80.35,1.8151839896,1.8776226335
80.36,1.8148850216,1.8773370068
80.37,1.8145862013,1.8770515236
80.38,1.8142875286,1.8767661839
80.39,1.8139890033,1.8764809875
80.4,1.8136906253,1.8761959343
80.41,1.8133923945,1.8759110242
80.42,1.8130943107,1.8756262571
80.43,1.8127963739,1.8753416328
80.44,1.812498584,1.8750571513
80.45,1.8122009407,1.8747728124
80.46,1.8119034441,1.8744886161
80.47,1.8116060939,1.8742045621
80.48,1.81130889,1.8739206504
80.49,1.8110118324,1.8736368809
80.5,1.8107149209,1.8733532534
80.51,1.8104181553,1.8730697678
80.52,1.8101215356,1.8727864241
80.53,1.8098250617,1.872503222
80.54,1.8095287334,1.8722201616
80.55,1.8092325506,1.8719372425
80.56,1.8089365132,1.8716544649
80.57,1.8086406211,1.8713718285
80.58,1.8083448741,1.8710893331
80.59,1.8080492722,1.8708069788
80.6,1.8077538152,1.8705247654
80.61,1.8074585029,1.8702426927
80.62,1.8071633354,1.8699607608
80.63,1.8068683124,1.8696789693
80.64,1.8065734338,1.8693973183
80.65,1.8062786996,1.8691158076
80.66,1.8059841096,1.868834437
80.67,1.8056896636,1.8685532066
80.68,1.8053953617,1.8682721161
80.69,1.8051012036,1.8679911655
80.7,1.8048071892,1.8677103547
80.71,1.8045133185,1.8674296834
80.72,1.8042195912,1.8671491517
80.73,1.8039260074,1.8668687594
80.74,1.8036325668,1.8665885063
80.75,1.8033392693,1.8663083925
80.76,1.8030461149,1.8660284177
80.77,1.8027531035,1.8657485818
80.78,1.8024602348,1.8654688848
80.79,1.8021675088,1.8651893265
80.8,1.8018749254,1.8649099068
80.81,1.8015824844,1.8646306257
80.82,1.8012901858,1.8643514829
80.83,1.8009980294,1.8640724783
80.84,1.8007060152,1.863793612
80.85,1.8004141429,1.8635148836
80.86,1.8001224125,1.8632362933
80.87,1.7998308239,1.8629578407
80.88,1.7995393769,1.8626795259
80.89,1.7992480714,1.8624013486
80.9,1.7989569074,1.8621233089
80.91,1.7986658847,1.8618454065
80.92,1.7983750032,1.8615676414
80.93,1.7980842627,1.8612900135
80.94,1.7977936632,1.8610125226
80.95,1.7975032046,1.8607351686
80.96,1.7972128867,1.8604579515
80.97,1.7969227095,1.8601808711
80.98,1.7966326727,1.8599039273
80.99,1.7963427763,1.85962712
81,1.7960530203,1.859350449
81.01,1.7957634044,1.8590739144
81.02,1.7954739285,1.8587975159
81.03,1.7951845926,1.8585212535
81.04,1.7948953965,1.858245127
81.05,1.7946063402,1.8579691363
81.06,1.7943174235,1.8576932814
81.07,1.7940286462,1.8574175621
81.08,1.7937400083,1.8571419783
81.09,1.7934515097,1.8568665299
81.1,1.7931631503,1.8565912168
81.11,1.7928749299,1.8563160389
81.12,1.7925868485,1.856040996
81.13,1.7922989058,1.8557660881
81.14,1.7920111019,1.8554913151
81.15,1.7917234366,1.8552166768
81.16,1.7914359097,1.8549421732
81.17,1.7911485213,1.8546678041
81.18,1.7908612711,1.8543935694
81.19,1.7905741591,1.854119469
81.2,1.7902871851,1.8538455029
81.21,1.790000349,1.8535716708
81.22,1.7897136508,1.8532979727
81.23,1.7894270903,1.8530244086
81.24,1.7891406674,1.8527509782
81.25,1.788854382,1.8524776815
81.26,1.788568234,1.8522045183
81.27,1.7882822232,1.8519314886
81.28,1.7879963496,1.8516585923
81.29,1.7877106131,1.8513858292
81.3,1.7874250135,1.8511131992
81.31,1.7871395508,1.8508407023
81.32,1.7868542247,1.8505683383
81.33,1.7865690353,1.8502961071
81.34,1.7862839824,1.8500240086
81.35,1.7859990659,1.8497520428
81.36,1.7857142857,1.8494802094
81.37,1.7854296417,1.8492085085
81.38,1.7851451337,1.8489369398
81.39,1.7848607617,1.8486655033
81.4,1.7845765256,1.8483941989
81.41,1.7842924252,1.8481230265
81.42,1.7840084605,1.847851986
81.43,1.7837246313,1.8475810772
81.44,1.7834409375,1.8473103001
81.45,1.7831573791,1.8470396545
81.46,1.7828739558,1.8467691404
81.47,1.7825906677,1.8464987576
81.48,1.7823075145,1.8462285061
81.49,1.7820244962,1.8459583857
81.5,1.7817416127,1.8456883964
81.51,1.7814588639,1.845418538
81.52,1.7811762497,1.8451488104
81.53,1.7808937699,1.8448792135
81.54,1.7806114245,1.8446097473
81.55,1.7803292133,1.8443404116
81.56,1.7800471363,1.8440712063
81.57,1.7797651933,1.8438021313
81.58,1.7794833842,1.8435331865
81.59,1.7792017089,1.8432643718
81.6,1.7789201674,1.8429956871
81.61,1.7786387595,1.8427271323
81.62,1.7783574851,1.8424587073
81.63,1.7780763441,1.842190412
81.64,1.7777953363,1.8419222463
81.65,1.7775144618,1.84165421
81.66,1.7772337204,1.8413863032
81.67,1.7769531119,1.8411185256
81.68,1.7766726363,1.8408508773
81.69,1.7763922935,1.840583358
81.7,1.7761120833,1.8403159676
81.71,1.7758320057,1.8400487062
81.72,1.7755520606,1.8397815735
81.73,1.7752722478,1.8395145695
